speed_rpm,omega_e_rad_s,target_torque_nm,vmax_v,imax_a,id_zero_id_a,id_zero_iq_a,id_zero_torque_nm,id_zero_current_a,id_zero_voltage_v,id_zero_voltage_margin_v,id_zero_current_margin_a,id_zero_copper_loss_w,id_zero_feasible,min_current_target_id_a,min_current_target_iq_a,min_current_target_torque_nm,min_current_target_current_a,min_current_target_voltage_v,min_current_target_voltage_margin_v,min_current_target_current_margin_a,min_current_target_copper_loss_w,min_current_target_feasible,max_feasible_torque_id_a,max_feasible_torque_iq_a,max_feasible_torque_torque_nm,max_feasible_torque_current_a,max_feasible_torque_voltage_v,max_feasible_torque_voltage_margin_v,max_feasible_torque_current_margin_a,max_feasible_torque_copper_loss_w,max_feasible_torque_feasible
12750.0,5340.707511102649,100.0,207.8460969082653,260.0,,,,,,,,,False,,,,,,,,,False,-200.0,84.0,48.464639999999996,216.92394980729998,207.59448659480375,0.2516103134615548,43.07605019270002,2470.4399999999996,True
13000.0,5445.427266222308,100.0,207.8460969082653,260.0,,,,,,,,,False,,,,,,,,,False,-200.0,82.0,47.32056,216.15735009478627,207.82321329641837,0.02288361184693599,43.84264990521373,2453.01,True
13250.0,5550.147021341968,100.0,207.8460969082653,260.0,,,,,,,,,False,,,,,,,,,False,-200.0,78.0,45.03096,214.67184258770408,204.2148376975983,3.6312592106669968,45.32815741229592,2419.41,True
13500.0,5654.8667764616275,100.0,207.8460969082653,260.0,,,,,,,,,False,,,,,,,,,False,-200.0,76.0,43.88544,213.95326592506132,204.16510279284626,3.680994115419054,46.04673407493868,2403.2400000000002,True
13750.0,5759.586531581287,100.0,207.8460969082653,260.0,,,,,,,,,False,,,,,,,,,False,-200.0,76.0,43.88544,213.95326592506132,207.80954734311908,0.03654956514623109,46.04673407493868,2403.2400000000002,True
14000.0,5864.306286700947,100.0,207.8460969082653,260.0,,,,,,,,,False,,,,,,,,,False,-200.0,74.0,42.73944,213.2510257888576,207.5810773752961,0.26501953296920533,46.74897421114241,2387.49,True
14250.0,5969.026041820606,100.0,207.8460969082653,260.0,,,,,,,,,False,,,,,,,,,False,-200.0,72.0,41.59296,212.56528408938277,207.24585463260385,0.6002422756614578,47.43471591061723,2372.1600000000003,True
14500.0,6073.745796940267,100.0,207.8460969082653,260.0,,,,,,,,,False,,,,,,,,,False,-200.0,70.0,40.446,211.8962010041709,206.80735055930865,1.0387463489566642,48.103798995829095,2357.2499999999995,True
14750.0,6178.465552059927,100.0,207.8460969082653,260.0,,,,,,,,,False,,,,,,,,,False,-200.0,68.0,39.29856,211.2439348241743,206.26929584160848,1.5768010666568273,48.75606517582571,2342.7599999999993,True
15000.0,6283.185307179587,100.0,207.8460969082653,260.0,,,,,,,,,False,,,,,,,,,False,-200.0,66.0,38.15064,210.6086417980041,205.6357015472989,2.2103953609664018,49.3913582019959,2328.69,True
15250.0,6387.905062299246,100.0,207.8460969082653,260.0,,,,,,,,,False,,,,,,,,,False,-200.0,64.0,37.00224,209.990475974507,204.91088187361714,2.9352150346481665,50.00952402549299,2315.0400000000004,True
15500.0,6492.624817418906,100.0,207.8460969082653,260.0,,,,,,,,,False,,,,,,,,,False,-200.0,62.0,35.85336,209.3895890439637,204.09947855921635,3.7466183490489584,50.610410956036304,2301.8099999999995,True
